Forecast_ID,Date,Department_ID,Expected_Workload_Hours,Expected_Projects,Expected_Revenue,Season,Demand_Level
13036,3/2/2025,2,3733,27,349746,Q3,Critical
13037,1/30/2026,10,4823,24,217801,Q3,Low
13038,5/4/2026,6,641,9,431762,Q4,Low
13039,4/1/2026,4,2594,15,249628,Q1,High
13040,9/7/2025,6,4845,14,126811,Q1,High
13041,3/29/2025,2,3219,13,207896,Q1,Medium
13042,6/18/2026,5,1115,3,384444,Q3,High
13043,10/2/2026,5,642,34,334548,Q2,Medium
13044,3/18/2025,10,4608,16,206814,Q2,High
13045,10/25/2025,5,1133,38,265065,Q4,Medium
13046,3/4/2025,3,4275,46,319770,Q1,Low
13047,6/12/2025,7,3599,35,307498,Q3,Low
13048,8/24/2025,6,865,39,477151,Q3,High
13049,7/28/2025,4,4129,23,154540,Q2,Critical
13050,1/21/2025,9,811,6,496827,Q3,Medium
13051,7/27/2025,5,718,6,112416,Q3,High
13052,3/10/2025,8,4760,38,133705,Q1,Medium
13053,7/24/2025,9,2397,1,240155,Q2,High
13054,1/27/2026,3,1406,7,87767,Q2,Medium
13055,1/18/2025,5,3534,7,55561,Q1,Critical
13056,9/13/2025,1,543,18,360775,Q3,Low
13057,6/4/2025,10,1069,30,168860,Q3,Medium
13058,9/24/2025,2,2485,26,491795,Q1,Critical
13059,2/26/2026,5,4286,12,123538,Q1,High
13060,7/3/2026,6,597,43,384972,Q3,Low
13061,1/4/2025,4,3509,35,405344,Q4,High
13062,10/3/2026,9,3757,33,247046,Q3,Low
13063,9/8/2026,2,1204,14,174790,Q2,Low
13064,9/15/2026,9,4046,12,85712,Q4,Medium
13065,4/26/2026,2,4049,46,254127,Q4,Medium
13066,2/1/2026,4,2649,35,447096,Q3,Critical
13067,6/2/2026,9,2606,26,194961,Q1,High
13068,7/14/2026,7,4601,49,66340,Q4,High
13069,6/22/2025,7,3544,40,156524,Q4,Low
13070,12/30/2026,8,3054,3,402732,Q3,Critical
13071,9/19/2026,6,2514,33,151877,Q3,Critical
13072,3/11/2026,6,2954,22,290787,Q1,Medium
13073,2/16/2025,4,4006,23,114347,Q3,Low
13074,4/30/2026,6,3843,35,431651,Q4,Critical
13075,5/13/2026,9,883,23,270904,Q2,Critical
13076,9/26/2026,8,3833,27,63639,Q2,High
13077,3/24/2026,5,514,24,293822,Q1,Critical
13078,3/25/2025,10,1285,41,135355,Q2,High
13079,2/14/2026,4,4709,23,492102,Q2,Medium
13080,7/23/2025,2,4045,29,492012,Q2,Critical
13081,9/3/2026,9,1617,19,123100,Q1,Critical
13082,3/16/2025,4,4692,43,91068,Q4,Low
13083,4/11/2026,1,4677,37,478555,Q3,High
13084,2/26/2026,10,2106,31,50116,Q2,High
13085,12/25/2026,7,3821,2,98829,Q4,Medium
13086,12/18/2025,4,3760,6,126217,Q1,Low
13087,3/22/2025,5,2143,29,451960,Q4,Medium
13088,3/10/2025,10,2266,14,72010,Q4,Critical
13089,9/9/2026,4,4983,36,484886,Q1,Critical
13090,3/11/2025,1,2271,47,350663,Q2,Low
13091,2/5/2025,5,2699,22,292983,Q3,Medium
13092,6/9/2025,8,2114,26,99142,Q3,High
13093,2/9/2026,9,4944,26,426348,Q4,Low
13094,1/29/2025,5,4482,12,72299,Q3,Critical
13095,4/19/2025,10,2741,35,239545,Q4,High
13096,11/26/2026,6,2861,36,258178,Q4,High
13097,10/29/2026,8,2478,4,370559,Q3,Medium
13098,6/24/2026,8,1368,34,374435,Q3,Critical
13099,7/2/2026,9,4921,45,453973,Q2,Low
13100,8/4/2026,4,3751,26,156158,Q2,Medium
13101,4/1/2026,10,2927,32,223967,Q4,Low
13102,7/20/2026,9,4573,21,65405,Q2,High
13103,3/5/2025,8,2125,2,183218,Q1,High
13104,3/30/2025,2,2089,28,151201,Q2,Medium
13105,8/7/2026,5,2613,34,489982,Q2,Low
13106,10/8/2026,4,2248,30,216206,Q2,Low
13107,8/26/2025,2,3642,47,395426,Q3,Critical
13108,12/17/2025,1,4569,24,491864,Q2,Critical
13109,9/4/2026,1,823,30,123695,Q2,Medium
13110,7/25/2025,6,2059,20,255809,Q3,Medium
13111,4/16/2026,9,2803,6,293636,Q1,High
13112,4/15/2025,4,3530,28,493763,Q4,High
13113,9/30/2026,4,3209,26,456211,Q2,Low
13114,5/14/2025,5,4678,30,194179,Q3,Critical
13115,9/21/2026,9,4208,49,153041,Q1,Medium
13116,7/29/2025,9,2507,46,117031,Q2,Medium
13117,3/8/2025,9,1222,20,390148,Q2,Low
13118,7/16/2025,7,3684,4,128773,Q1,High
13119,10/9/2026,2,4572,30,333850,Q3,Critical
13120,9/30/2025,7,4631,9,149794,Q4,Medium
13121,12/4/2026,5,2457,44,105402,Q2,Critical
13122,6/14/2025,1,3880,35,446840,Q1,Medium
13123,6/28/2025,8,514,25,263518,Q2,High
13124,1/14/2026,9,2219,6,137020,Q1,Low
13125,7/20/2026,7,4362,49,272572,Q3,Low
13126,8/23/2025,3,3782,23,82676,Q3,Low
13127,5/15/2025,5,3675,25,244694,Q3,Critical
13128,10/29/2026,8,3420,44,348690,Q4,Medium
13129,4/26/2026,7,3087,37,448341,Q3,Critical
13130,1/6/2026,10,4531,3,141021,Q2,Low
13131,9/21/2025,2,3581,14,92700,Q3,Critical
13132,12/11/2026,8,4942,41,388612,Q3,High
13133,4/7/2025,8,2292,20,436702,Q1,Low
13134,8/22/2025,10,4281,46,272519,Q1,Low
13135,10/19/2026,1,877,47,324076,Q1,Low
13136,10/2/2025,5,4441,33,155571,Q2,Medium
13137,9/6/2025,4,4797,34,195681,Q4,Low
13138,4/5/2026,2,3639,23,319403,Q3,High
13139,2/1/2026,3,2482,35,128341,Q2,Medium
13140,11/27/2025,10,529,39,202802,Q3,Critical
13141,1/26/2025,2,2067,23,409260,Q3,Medium
13142,1/13/2026,3,2786,19,246744,Q3,High
13143,9/26/2025,4,3347,15,142997,Q2,Critical
13144,12/14/2026,5,3749,14,100594,Q1,High
13145,2/27/2025,4,4986,41,269784,Q2,Low
13146,4/6/2026,7,2613,5,344294,Q2,Critical
13147,8/9/2026,6,634,42,80185,Q3,Medium
13148,10/12/2025,8,1795,12,121380,Q3,High
13149,10/10/2026,3,1812,2,134564,Q3,High
13150,9/18/2026,1,1741,11,494211,Q2,Critical
13151,9/5/2026,9,2768,43,66179,Q2,High
13152,10/24/2026,7,689,49,372388,Q1,Critical
13153,10/9/2026,6,3054,7,498590,Q2,Critical
13154,3/15/2026,9,3096,4,342592,Q3,Medium
13155,4/25/2026,9,2741,12,266718,Q1,Medium
13156,8/4/2026,1,4316,16,339246,Q4,Critical
13157,8/10/2026,10,1429,26,73721,Q2,Medium
13158,2/15/2026,3,2482,39,420824,Q4,High
13159,8/12/2026,2,3891,46,444147,Q2,Critical
13160,3/16/2026,6,3263,25,311108,Q1,Low
13161,10/18/2026,10,3792,29,473613,Q4,High
13162,3/20/2026,6,4074,27,413774,Q3,High
13163,11/11/2026,2,1832,43,117677,Q3,High
13164,11/26/2026,9,2911,32,102170,Q4,High
13165,5/24/2025,10,1307,14,63415,Q3,Medium
13166,9/3/2026,8,2715,48,64374,Q3,Medium
13167,5/20/2026,6,3598,34,95875,Q2,High
13168,3/26/2025,3,2228,20,496292,Q3,High
13169,2/4/2025,6,4954,42,389016,Q1,Medium
13170,12/25/2025,8,788,48,142634,Q4,High
13171,2/5/2025,8,4958,22,309923,Q3,Medium
13172,4/7/2026,2,4895,2,200983,Q3,Medium
13173,12/4/2026,1,3132,18,113799,Q3,Low
13174,10/9/2026,7,4399,46,291167,Q4,Medium
13175,5/6/2025,1,915,31,472302,Q2,Critical
13176,7/21/2025,8,3718,8,346188,Q1,High
13177,6/15/2025,5,1354,43,183552,Q2,Low
13178,7/8/2026,9,3985,27,160317,Q3,Medium
13179,6/8/2025,1,3110,1,442910,Q3,Medium
13180,8/28/2025,10,3360,39,192349,Q4,Low
13181,10/30/2026,5,2673,26,398518,Q4,Critical
13182,1/7/2025,8,3330,46,329018,Q3,Critical
13183,7/27/2025,8,624,22,300398,Q1,Critical
13184,7/20/2026,8,3377,12,56206,Q2,Low
13185,11/16/2025,1,1006,5,347938,Q4,High
13186,10/25/2025,7,4078,37,113490,Q4,High
13187,12/16/2026,3,2827,39,414528,Q1,Low
13188,4/19/2026,6,3677,25,139852,Q3,Medium
13189,10/8/2025,9,3189,12,394167,Q4,Medium
13190,10/22/2025,2,3503,30,394589,Q3,High
13191,7/23/2026,7,1575,3,311923,Q4,Medium
13192,4/26/2025,5,3075,13,303519,Q3,Low
13193,12/21/2025,3,4298,49,145629,Q2,Low
13194,9/7/2026,3,4579,40,129654,Q3,Medium
13195,12/6/2025,1,2066,13,246236,Q2,High
13196,11/28/2025,6,3227,47,492851,Q3,High
13197,4/26/2026,5,4427,35,157037,Q3,High
13198,7/17/2026,6,1545,3,420455,Q3,Critical
13199,7/5/2026,6,1072,23,414381,Q3,Low
13200,11/28/2026,7,2969,21,233171,Q4,High
13201,1/31/2025,2,3597,12,57601,Q1,Critical
13202,11/8/2025,5,1486,36,112693,Q1,High
13203,1/17/2026,3,4847,19,141391,Q4,Low
13204,5/17/2026,10,4536,11,144227,Q3,Medium
13205,6/17/2025,2,4075,46,53503,Q4,Medium
13206,9/18/2026,10,2820,29,389689,Q4,High
13207,10/1/2025,5,2134,28,342964,Q4,Low
13208,8/30/2025,6,2537,6,319735,Q3,Low
13209,2/1/2026,3,508,5,235009,Q1,Critical
13210,5/12/2026,1,2510,10,492244,Q4,Critical
13211,3/6/2026,2,537,17,212698,Q4,Critical
13212,12/3/2025,6,1445,22,142746,Q1,Low
13213,4/17/2026,1,2016,49,358570,Q1,Low
13214,7/18/2025,10,1296,18,285351,Q2,Low
13215,11/16/2026,2,2044,12,260422,Q3,High
13216,6/29/2026,1,1211,8,138255,Q1,Critical
13217,12/6/2026,3,3206,13,178625,Q3,High
13218,1/9/2025,7,4959,6,264423,Q4,Low
13219,3/13/2025,3,1689,7,113514,Q3,Medium
13220,4/8/2026,6,4234,22,67962,Q3,High
13221,2/18/2025,4,3478,18,475010,Q3,High
13222,7/24/2025,4,3477,34,242982,Q3,Critical
13223,12/13/2025,8,3491,20,124271,Q2,Low
13224,7/30/2026,9,3992,20,169959,Q2,Low
13225,10/29/2025,2,1285,7,370046,Q4,High
13226,12/15/2025,5,1240,49,407716,Q4,Low
13227,9/21/2026,7,4627,35,51648,Q2,Critical
13228,5/16/2026,4,4400,45,113508,Q1,Medium
13229,8/18/2025,5,4506,16,153762,Q1,High
13230,12/16/2025,10,1354,43,492391,Q3,Medium
13231,4/7/2025,8,3958,22,131121,Q2,High
13232,1/5/2026,10,1813,39,328066,Q2,High
13233,7/5/2026,4,540,13,498295,Q2,High
13234,11/18/2025,7,4077,10,69714,Q4,Critical
13235,7/25/2025,3,3712,17,238945,Q2,Critical
13236,3/25/2026,10,3789,9,234033,Q1,High
13237,1/13/2025,2,555,47,495328,Q2,Low
13238,10/23/2026,8,4823,46,340901,Q4,Low
13239,2/4/2025,1,1112,22,50492,Q1,Low
13240,8/18/2025,8,3866,12,482298,Q2,Low
13241,3/23/2025,1,4572,40,102889,Q2,Medium
13242,4/20/2026,9,1024,18,324775,Q2,Low
13243,5/3/2025,1,1783,17,99198,Q2,Low
13244,5/14/2026,3,2307,36,487766,Q4,Low
13245,12/12/2026,4,508,26,150530,Q2,Medium
13246,6/30/2025,10,960,2,154097,Q3,Medium
13247,4/11/2025,3,1856,41,461440,Q1,Critical
13248,7/24/2026,1,841,19,450749,Q3,High
13249,11/30/2025,2,3493,24,382810,Q2,High
13250,9/21/2025,3,3729,2,94409,Q3,Medium
13251,6/2/2025,5,1452,25,487983,Q4,Critical
13252,11/20/2026,9,2566,43,177946,Q4,Low
13253,1/30/2026,9,2773,17,314545,Q1,Low
13254,5/26/2025,5,2746,29,483157,Q2,Critical
13255,4/22/2025,4,4480,3,228316,Q1,Medium
13256,4/9/2025,6,2441,45,433154,Q3,Low
13257,5/22/2025,7,4667,39,250939,Q1,Low
13258,9/9/2025,4,4259,29,421029,Q3,Low
13259,12/17/2026,3,4766,4,174466,Q2,Medium
13260,7/3/2026,6,2309,42,291087,Q4,High
13261,3/21/2025,4,673,14,111623,Q3,High
13262,1/12/2025,7,1424,14,144123,Q4,Critical
13263,8/17/2025,1,3630,45,99944,Q4,Medium
13264,6/26/2025,3,2605,38,486958,Q2,Low
13265,4/14/2026,10,1630,48,90838,Q1,High
13266,6/18/2025,7,4413,4,142406,Q3,Critical
13267,2/12/2025,2,4881,38,485240,Q2,Low
13268,8/27/2026,6,4051,42,54404,Q3,High
13269,3/24/2026,1,3771,36,115841,Q2,Low
13270,8/26/2025,10,2960,15,340012,Q4,Low
13271,5/23/2026,5,4306,26,480751,Q1,High
13272,8/22/2026,6,3057,33,219703,Q3,Low
13273,8/9/2026,6,1387,35,252105,Q2,Critical
13274,11/20/2025,8,1174,22,136813,Q2,Critical
13275,10/22/2025,5,3595,39,73328,Q3,Critical
13276,10/9/2025,7,2020,9,82712,Q1,Low
13277,9/5/2025,8,1936,46,315299,Q4,Critical
13278,10/27/2026,8,1674,11,144606,Q4,High
13279,8/23/2025,2,2034,13,372351,Q3,Medium
13280,8/1/2026,7,2107,13,270322,Q3,High
13281,11/2/2026,2,1239,32,66672,Q1,Medium
13282,10/16/2025,2,3119,45,414582,Q2,Medium
13283,7/29/2026,9,2567,24,204535,Q1,High
13284,12/28/2025,9,2922,5,107915,Q4,High
13285,3/28/2025,7,3958,18,110553,Q3,Low
13286,11/19/2026,9,3842,2,415710,Q3,High
13287,6/15/2026,9,2573,19,71396,Q1,Medium
13288,1/30/2025,3,3741,48,465741,Q4,Medium
13289,5/12/2026,8,4955,40,317212,Q3,Critical
13290,6/22/2026,9,3203,10,220698,Q2,Medium
13291,1/21/2026,2,1691,15,453261,Q2,Medium
13292,7/12/2026,7,1756,38,219827,Q4,Critical
13293,10/11/2026,10,4886,47,266017,Q3,Critical
13294,5/16/2025,2,2377,32,90945,Q3,High
13295,6/22/2026,8,1620,19,269236,Q4,Low
13296,6/24/2026,3,3710,9,437046,Q4,Critical
13297,11/17/2026,4,1042,38,279881,Q3,High
13298,9/16/2025,2,2188,9,302205,Q3,High
13299,5/20/2025,1,1055,25,225664,Q4,High
13300,3/13/2026,2,3871,24,272583,Q3,Medium
13301,4/19/2026,1,1817,8,124068,Q3,Low
13302,2/6/2026,7,4417,43,139131,Q3,Critical
13303,1/30/2025,10,3968,25,431110,Q1,Critical
13304,11/16/2026,5,1271,32,52303,Q2,Medium
13305,12/25/2026,6,3993,7,301979,Q2,Low
13306,9/22/2025,3,4603,27,313499,Q1,Medium
13307,4/29/2026,9,539,42,234431,Q2,Low
13308,9/9/2025,3,4633,9,231661,Q3,Low
13309,8/23/2025,1,851,46,392188,Q3,High
13310,10/15/2025,5,4553,3,53118,Q4,Medium
13311,8/11/2025,6,4050,5,410155,Q2,Critical
13312,10/7/2026,7,3728,36,402968,Q3,Critical
13313,12/12/2025,5,3969,10,232180,Q4,Low
13314,1/30/2026,10,892,29,493958,Q2,High
13315,11/20/2025,7,725,8,83713,Q4,High
13316,12/22/2026,4,4958,32,240316,Q1,Medium
13317,11/25/2025,10,2290,4,175376,Q1,Low
13318,9/25/2025,2,4891,14,160678,Q3,Critical
13319,10/16/2026,7,2891,14,171033,Q1,Critical
13320,4/10/2026,7,3836,37,409730,Q3,Medium
13321,2/27/2025,6,2830,40,427097,Q1,Low
13322,2/3/2025,4,2421,29,478912,Q4,Critical
13323,8/9/2026,5,3742,18,427374,Q1,Low
13324,8/5/2025,4,3476,39,87537,Q1,Medium
13325,12/25/2026,4,2984,25,55975,Q1,Medium
13326,7/19/2026,3,1730,30,424998,Q2,Medium
13327,10/21/2026,3,2264,29,340407,Q1,High
13328,5/3/2026,9,3463,37,131296,Q3,Medium
13329,6/20/2025,7,1262,33,295113,Q2,Critical
13330,6/12/2026,6,3971,27,493183,Q4,High
13331,7/19/2026,8,1973,39,408205,Q2,High
13332,12/19/2026,9,4819,39,51559,Q2,Medium
13333,5/25/2026,6,3086,14,388737,Q2,Critical
13334,8/1/2026,7,3471,9,78201,Q4,Critical
13335,7/16/2025,8,4601,26,52037,Q4,Low
13336,9/28/2026,10,3977,43,447539,Q2,Low
13337,1/22/2026,4,2177,1,327297,Q1,Medium
13338,2/20/2026,9,3954,19,456448,Q1,High
13339,11/3/2025,2,4012,1,63019,Q4,Low
13340,11/14/2025,1,2381,26,349905,Q1,Critical
13341,5/2/2025,5,1022,25,198148,Q4,Critical
13342,8/28/2025,6,3391,10,433302,Q1,Critical
13343,5/30/2026,9,4822,39,226453,Q1,High
13344,6/13/2025,8,3925,48,133369,Q4,High
13345,9/19/2026,1,4832,26,304521,Q4,Low
13346,11/27/2025,10,752,37,83224,Q1,Low
13347,4/3/2025,10,668,8,396199,Q4,Medium
13348,6/4/2026,1,2923,23,279229,Q4,Medium
13349,7/31/2025,7,1074,48,396018,Q3,Critical
13350,9/27/2026,3,3919,47,323307,Q2,Low
13351,6/17/2026,8,914,34,369913,Q2,High
13352,10/12/2025,9,2491,9,342567,Q3,Medium
13353,7/17/2026,1,3032,33,59366,Q4,Medium
13354,6/16/2025,3,946,41,161019,Q1,Critical
13355,6/9/2025,7,2624,40,247373,Q2,Low
13356,5/24/2025,2,2433,29,429740,Q2,Medium
13357,1/3/2026,2,4595,23,79565,Q2,Medium
13358,4/9/2025,1,1308,32,317289,Q2,Medium
13359,7/12/2026,2,2288,12,50491,Q1,Low
13360,2/14/2026,1,1797,3,328182,Q3,Low
13361,10/7/2026,9,4173,47,102822,Q2,High
13362,1/28/2025,7,3864,8,351265,Q1,Low
13363,3/23/2026,7,3635,6,472024,Q3,Critical
13364,9/11/2026,5,2779,22,132966,Q1,Low
13365,6/28/2026,4,4186,15,97702,Q4,High
13366,5/1/2025,4,3390,10,438247,Q4,Low
13367,6/30/2026,2,1502,3,66361,Q1,High
13368,2/8/2025,6,2352,21,247143,Q2,Critical
13369,3/13/2026,1,2455,40,152849,Q2,Critical
13370,8/6/2026,1,1537,39,399225,Q4,Low
13371,5/2/2026,2,4530,46,464386,Q1,Low
13372,5/23/2025,1,1611,6,336908,Q1,High
13373,4/5/2026,5,4882,24,80285,Q1,High
13374,9/1/2026,6,2554,47,214326,Q1,High
13375,6/22/2025,3,2825,39,271169,Q2,High
13376,10/27/2025,4,4077,41,78401,Q3,High
13377,1/6/2025,8,1236,49,156459,Q4,Critical
13378,8/21/2025,1,2236,39,306314,Q1,High
13379,1/23/2026,10,3605,12,271248,Q1,Low
13380,7/26/2025,1,1993,5,397136,Q3,Medium
13381,6/6/2026,9,4000,40,91914,Q2,Medium
13382,2/25/2025,4,1197,43,288244,Q4,Critical
13383,3/30/2025,7,536,40,261877,Q2,Medium
13384,9/13/2026,10,4888,31,472254,Q2,High
13385,4/20/2025,5,4580,13,457669,Q1,High
13386,12/17/2026,8,1441,38,278654,Q1,High
13387,1/26/2025,8,672,45,161696,Q2,Low
13388,8/16/2026,7,4080,17,286595,Q3,Critical
13389,4/22/2026,1,674,36,294251,Q3,High
13390,7/3/2025,8,3077,26,338039,Q3,High
13391,6/26/2025,3,1127,47,454312,Q4,Low
13392,11/4/2026,7,1430,45,77485,Q1,Critical
13393,6/8/2025,4,3393,33,292230,Q1,Critical
13394,12/27/2025,5,2095,48,445218,Q2,Medium
13395,11/26/2026,8,967,14,286308,Q2,Medium
13396,4/21/2026,8,1896,27,420251,Q2,Low
13397,4/5/2026,10,4522,41,61461,Q4,Medium
13398,9/22/2026,9,3081,6,145412,Q1,High
13399,9/15/2025,8,4165,34,365732,Q3,Low
13400,10/1/2026,10,3145,13,499707,Q1,Critical
13401,1/12/2025,10,4483,20,222091,Q2,Low
13402,12/25/2026,10,995,28,393931,Q4,High
13403,9/22/2026,7,3741,36,189238,Q2,Low
13404,8/9/2026,7,2258,31,308312,Q2,Critical
13405,2/24/2025,2,4038,16,368858,Q2,Medium
13406,2/19/2025,2,4203,19,495735,Q2,High
13407,5/30/2026,5,3648,33,437499,Q1,Critical
13408,3/12/2025,1,2623,44,258784,Q3,Medium
13409,6/5/2025,9,4591,1,416783,Q2,High
13410,11/14/2026,1,3520,31,269497,Q4,Critical
13411,4/11/2026,5,1465,7,423895,Q4,Medium
13412,4/4/2026,10,4046,48,410441,Q1,High
13413,8/10/2026,8,751,15,306388,Q3,Medium
13414,2/28/2026,6,2453,41,267780,Q3,Medium
13415,12/8/2025,3,2281,13,110120,Q4,Critical
13416,5/10/2025,5,2755,10,331801,Q3,Medium
13417,1/23/2025,3,2070,10,69177,Q4,Medium
13418,3/5/2025,3,934,21,300642,Q2,Critical
13419,6/24/2025,3,2501,13,71589,Q1,Medium
13420,5/22/2025,1,780,40,279853,Q2,Medium
13421,10/8/2025,4,881,48,57670,Q4,High
13422,10/6/2026,6,3954,2,129053,Q4,Critical
13423,10/17/2026,7,3169,46,268229,Q4,High
13424,10/1/2026,6,3466,45,272032,Q1,Critical
13425,10/8/2026,8,2281,13,487503,Q4,Medium
13426,1/14/2026,9,1781,13,369287,Q1,Critical
13427,12/17/2026,10,4799,3,365453,Q4,Medium
13428,7/23/2026,8,2162,2,312122,Q4,Critical
13429,12/13/2025,10,4340,26,275620,Q4,High
13430,5/4/2026,5,2992,37,123284,Q2,High
13431,11/28/2025,2,4095,15,218787,Q2,Medium
13432,2/10/2026,1,1668,14,181060,Q2,High
13433,10/3/2025,5,3399,35,314995,Q2,Low
13434,3/1/2025,3,1935,9,452564,Q2,Low
13435,12/11/2025,1,4902,8,50029,Q1,Medium
13436,10/11/2025,8,3645,38,53440,Q3,High
13437,9/21/2026,8,2443,40,69451,Q1,High
13438,9/10/2025,7,4468,38,104260,Q2,Critical
13439,8/21/2025,6,2098,29,273603,Q2,Medium
13440,1/31/2025,7,4849,29,401015,Q3,Critical
13441,8/28/2026,3,2072,24,107659,Q3,Critical
13442,4/13/2025,10,4423,42,139855,Q2,Medium
13443,8/3/2026,8,2403,39,68086,Q4,Medium
13444,6/25/2026,5,2987,17,138323,Q2,Low
13445,4/18/2025,4,1749,48,66449,Q3,Medium
13446,12/28/2026,8,1649,46,315107,Q3,Critical
13447,12/19/2025,4,2099,48,288131,Q2,High
13448,7/28/2025,7,3728,12,263930,Q4,Low
13449,12/15/2026,3,621,45,82560,Q3,High
13450,11/29/2025,7,4126,2,262001,Q1,Critical
13451,2/8/2025,10,2379,32,443793,Q3,Low
13452,11/14/2025,1,923,34,252004,Q2,Medium
13453,9/6/2026,5,1670,16,230716,Q2,Critical
13454,1/17/2025,4,4167,37,250470,Q4,Medium
13455,11/20/2026,5,1611,13,174061,Q2,Medium
13456,10/12/2026,10,4194,1,142039,Q4,Critical
13457,1/7/2025,3,3913,24,281467,Q4,Medium
13458,6/20/2026,4,2343,30,246710,Q2,Low
13459,1/18/2025,1,4989,31,487535,Q3,High
13460,7/15/2026,2,4808,11,457465,Q4,Critical
13461,9/5/2025,6,3108,22,290006,Q4,Low
13462,6/6/2025,4,2407,39,371382,Q2,Critical
13463,3/10/2026,1,4754,45,178537,Q2,High
13464,4/14/2025,8,2463,33,85712,Q1,Medium
13465,11/6/2026,10,901,18,237110,Q4,High
13466,8/5/2026,9,4990,28,345410,Q1,Low
13467,4/27/2026,1,1547,41,178126,Q4,High
13468,8/6/2026,4,4802,45,225581,Q1,Low
13469,9/18/2026,10,4277,31,127676,Q2,Critical
13470,10/8/2025,2,2165,7,261706,Q4,Critical
13471,5/20/2026,5,2455,20,357571,Q2,Medium
13472,1/13/2026,6,2672,2,423081,Q1,Low
13473,8/22/2026,4,4449,33,110463,Q3,Critical
13474,10/28/2026,7,893,28,133358,Q3,Low
13475,9/22/2026,4,3283,37,209633,Q4,High
13476,3/20/2026,9,3492,1,311811,Q2,Medium
13477,2/6/2026,8,2649,16,288173,Q4,Medium
13478,12/30/2025,4,1023,40,486008,Q1,Medium
13479,3/7/2025,8,3349,45,381205,Q1,High
13480,6/23/2026,10,3887,34,69675,Q2,High
13481,1/30/2026,9,722,43,337465,Q4,Medium
13482,6/24/2025,7,2356,43,414306,Q1,Medium
13483,6/1/2026,7,3563,47,240193,Q1,Medium
13484,5/31/2025,7,1049,21,421302,Q3,High
13485,3/11/2025,3,3805,3,343490,Q1,High
13486,12/30/2026,3,4466,7,276390,Q3,Low
13487,5/24/2025,10,1500,15,417018,Q4,High
13488,8/25/2025,9,4220,48,295915,Q2,High
13489,12/30/2026,9,2795,39,146152,Q1,Medium
13490,8/17/2026,3,4801,9,451082,Q4,Medium
13491,7/8/2026,3,3668,19,238682,Q4,Medium
13492,4/29/2026,4,567,16,422020,Q4,Low
13493,11/16/2026,6,1235,8,115563,Q2,Low
13494,3/7/2025,4,656,9,60575,Q2,Low
13495,8/24/2026,2,2406,26,224811,Q2,Low
13496,8/14/2025,8,4755,16,76864,Q1,Critical
13497,8/31/2025,5,1101,22,459016,Q3,Low
13498,5/1/2025,10,571,41,62474,Q1,Medium
13499,2/22/2026,6,2059,44,314250,Q3,Medium
13500,10/1/2026,1,3235,38,96061,Q2,Critical
13501,4/9/2025,6,4032,43,76129,Q2,High
13502,2/17/2025,10,4172,2,222733,Q4,Critical
13503,11/26/2025,2,4225,30,102570,Q3,High
13504,12/16/2026,9,2324,48,264967,Q3,Critical
13505,5/3/2025,3,3819,38,317523,Q4,Low
13506,1/26/2026,6,588,19,303899,Q3,Critical
13507,1/18/2025,6,3563,31,320003,Q3,Critical
13508,4/13/2026,10,714,21,206053,Q1,High
13509,6/13/2026,3,1488,6,403863,Q3,High
13510,9/30/2026,9,3544,7,228715,Q3,High
13511,9/20/2026,3,3807,46,377804,Q3,Critical
13512,1/11/2026,9,2005,26,146329,Q2,Low
13513,5/11/2026,10,2192,42,460186,Q2,Low
13514,5/2/2026,10,1165,22,121534,Q4,Low
13515,8/18/2025,10,3382,3,476772,Q3,High
13516,2/27/2025,6,2132,31,435025,Q4,Low
13517,3/7/2026,5,3660,36,231304,Q2,Low
13518,11/10/2026,10,1981,29,168833,Q4,Medium
13519,3/31/2025,7,1850,17,440655,Q2,High
13520,10/15/2025,1,4999,1,147183,Q1,Low
13521,12/1/2025,1,4627,1,112515,Q2,Low
13522,1/10/2026,6,2274,35,426523,Q2,Medium
13523,5/24/2025,9,4319,10,111134,Q3,Low
13524,6/26/2025,10,3362,24,330975,Q3,Low
13525,1/1/2026,9,2215,21,229080,Q2,Medium
13526,2/11/2026,10,3102,46,456429,Q4,Low
13527,12/9/2025,5,1458,29,62749,Q3,Medium
13528,8/16/2026,9,3857,32,478397,Q1,Critical
13529,8/13/2026,1,2237,39,368370,Q3,High
13530,3/1/2025,4,1690,1,269809,Q3,Medium
13531,2/10/2026,6,3213,15,84895,Q4,High
13532,8/26/2025,1,626,31,204606,Q2,Critical
13533,10/19/2025,4,4416,34,80022,Q3,Medium
13534,2/23/2025,4,853,44,299859,Q2,High
13535,9/3/2026,6,4775,25,260441,Q2,Critical
13536,10/2/2025,10,973,37,170614,Q1,Medium
13537,9/3/2026,7,1895,46,331478,Q1,Low
13538,12/19/2025,1,1355,31,56113,Q4,Low
13539,9/2/2025,2,1678,49,259112,Q2,Critical
13540,4/25/2025,6,4497,35,227330,Q2,Medium
13541,10/23/2026,6,3525,11,265722,Q2,Medium
13542,1/21/2025,8,2688,24,142106,Q1,Medium
13543,7/21/2025,7,4769,42,232876,Q4,High
13544,2/1/2025,10,1736,29,215210,Q1,Low
13545,7/31/2025,3,3268,49,382111,Q2,Medium
13546,1/17/2025,6,4731,12,89395,Q3,Low
13547,1/26/2025,4,4886,17,350038,Q1,Critical
13548,2/19/2026,2,3010,3,365274,Q3,Low
13549,5/16/2025,4,3081,30,312570,Q2,Low
