Capacity_ID,Date,Department_ID,Available_Employees,Available_Capacity_Hours,Max_OT_Hours,Capacity_Target
17654,6/12/2025,10,90,5510,6,0.94
17655,12/15/2026,1,231,2279,5,0.75
17656,4/27/2025,6,108,848,9,0.81
17657,1/7/2025,5,72,3788,15,0.97
17658,4/22/2026,9,246,2939,19,0.81
17659,12/12/2025,6,170,1199,10,0.9
17660,2/27/2025,1,171,501,9,0.88
17661,8/5/2026,4,242,1237,9,0.83
17662,2/20/2026,3,315,3759,7,0.87
17663,10/2/2025,8,478,2813,14,0.78
17664,4/27/2025,3,439,5880,14,0.92
17665,11/30/2026,2,293,2773,9,0.84
17666,12/21/2025,2,341,5906,19,0.88
17667,7/25/2026,6,183,1052,9,0.91
17668,10/7/2025,5,97,2555,5,0.93
17669,12/17/2026,3,39,1958,7,0.77
17670,10/26/2026,2,445,4784,5,0.84
17671,6/5/2026,6,211,3320,19,0.83
17672,8/20/2026,1,205,5652,15,0.75
17673,5/31/2026,2,291,4437,6,0.82
17674,10/3/2026,3,102,3078,16,0.86
17675,8/13/2025,2,57,2820,10,0.95
17676,6/10/2025,4,488,3761,10,0.82
17677,4/22/2026,3,97,4102,18,0.79
17678,9/18/2026,1,365,3745,14,0.84
17679,11/4/2026,5,80,5448,15,0.75
17680,4/27/2026,10,259,5542,13,0.99
17681,8/18/2025,9,21,2341,15,0.83
17682,12/10/2025,6,303,854,16,0.77
17683,8/19/2025,7,170,1895,12,0.82
17684,12/24/2025,3,66,5196,10,0.83
17685,3/26/2026,7,239,4831,12,0.77
17686,2/3/2025,1,398,2229,15,0.97
17687,12/11/2026,9,326,1042,10,0.86
17688,4/25/2026,6,347,1064,8,0.78
17689,3/11/2025,4,72,1735,6,0.84
17690,9/29/2025,8,296,1473,18,0.92
17691,4/22/2026,5,228,4180,17,0.97
17692,6/11/2025,1,118,5426,7,0.99
17693,7/29/2026,8,349,752,16,0.95
17694,7/25/2026,3,287,1321,14,0.8
17695,8/14/2025,3,435,4079,18,0.97
17696,1/13/2025,8,358,3774,15,0.94
17697,6/2/2026,3,449,2263,19,0.8
17698,6/24/2025,1,106,1229,8,0.87
17699,11/9/2025,5,281,1216,18,0.78
17700,8/10/2026,1,325,2149,7,0.93
17701,5/19/2026,7,349,1693,9,0.77
17702,12/7/2026,3,25,1634,8,0.96
17703,8/19/2025,1,190,1688,19,0.84
17704,5/4/2026,9,327,4217,13,0.92
17705,12/17/2025,1,234,1302,7,0.9
17706,1/5/2025,1,372,5185,7,1
17707,3/14/2026,1,62,806,12,0.89
17708,3/8/2025,6,254,1945,16,1
17709,11/9/2025,7,180,3904,8,0.9
17710,2/23/2026,10,404,3656,10,0.85
17711,5/20/2025,2,78,3436,15,0.99
17712,11/7/2026,5,325,2356,5,0.81
17713,5/8/2026,5,382,5523,5,0.89
17714,6/11/2026,2,75,1459,13,0.77
17715,1/24/2026,4,62,5038,7,0.94
17716,11/22/2025,1,457,686,7,0.84
17717,11/3/2026,8,453,1914,7,0.76
17718,3/24/2026,2,73,680,5,0.8
17719,9/25/2026,8,276,5417,7,0.8
17720,11/13/2025,7,94,1921,13,0.76
17721,12/7/2025,8,271,3339,8,0.81
17722,3/3/2026,3,139,4868,18,0.86
17723,8/4/2025,4,122,819,7,0.87
17724,2/20/2025,4,363,1679,12,0.98
17725,3/24/2025,7,246,4356,6,0.85
17726,8/23/2025,9,406,806,8,0.85
17727,5/20/2026,4,392,2045,17,0.93
17728,4/3/2025,1,188,2002,7,0.78
17729,10/19/2026,5,347,4769,11,0.86
17730,7/22/2025,8,143,5784,13,0.87
17731,4/15/2026,2,358,5738,18,0.79
17732,11/4/2025,10,372,5566,14,0.91
17733,3/25/2025,1,21,4029,16,0.97
17734,7/19/2026,6,222,3896,11,0.88
17735,8/29/2026,7,121,3620,6,0.89
17736,4/17/2025,3,350,4620,19,0.93
17737,6/24/2026,4,374,5705,7,0.77
17738,8/27/2026,1,487,4344,16,0.79
17739,6/28/2026,8,196,2387,12,0.77
17740,7/28/2026,9,329,4566,8,0.77
17741,7/8/2025,5,188,2938,17,0.98
17742,7/9/2026,6,278,3385,13,0.81
17743,11/16/2025,10,385,3286,14,0.83
17744,9/6/2025,1,474,4554,12,0.89
17745,3/24/2025,8,344,4185,5,0.8
17746,6/23/2026,4,112,1285,12,0.8
17747,9/27/2025,5,81,5091,8,0.92
17748,2/10/2025,3,213,5128,6,0.87
17749,12/7/2026,1,60,4567,17,0.82
17750,12/25/2025,6,56,4625,7,0.97
17751,2/14/2025,2,445,3889,12,0.75
17752,2/26/2026,5,242,1014,6,0.9
17753,11/6/2025,10,67,4605,10,0.75
17754,11/19/2026,3,34,913,17,0.95
17755,6/20/2025,7,346,5713,11,0.98
17756,6/6/2025,2,254,4410,9,0.87
17757,11/27/2026,7,462,5358,17,0.9
17758,2/27/2026,3,101,1499,5,0.92
17759,4/26/2026,8,433,3777,11,0.78
17760,4/6/2025,1,460,722,18,0.85
17761,8/5/2026,6,463,5446,12,0.8
17762,2/22/2026,4,346,5646,15,0.86
17763,9/19/2026,5,400,4767,10,0.97
17764,9/13/2026,7,120,2646,12,0.8
17765,5/16/2026,10,407,3868,11,0.98
17766,9/4/2025,3,338,816,11,0.79
17767,7/28/2025,1,138,3650,5,0.75
17768,10/27/2025,4,168,2997,14,0.86
17769,4/9/2026,1,364,1134,9,0.79
17770,3/27/2025,3,165,968,18,0.97
17771,10/6/2025,2,283,4634,18,0.97
17772,4/7/2025,3,400,5882,5,0.98
17773,9/5/2025,8,218,2790,14,0.99
17774,2/14/2025,8,229,5697,15,0.92
17775,10/9/2025,5,42,4871,8,0.98
17776,2/6/2025,10,392,4656,10,0.92
17777,8/31/2026,3,408,4137,5,0.86
17778,3/24/2025,8,220,3736,17,0.86
17779,7/26/2025,8,202,5104,18,0.88
17780,2/22/2025,4,416,754,13,0.98
17781,4/4/2025,10,88,2701,17,0.94
17782,4/19/2025,3,499,4839,9,0.82
17783,11/2/2025,6,69,3208,5,0.85
17784,2/12/2026,5,331,2853,10,0.98
17785,10/1/2026,2,430,5468,5,0.8
17786,8/19/2026,1,275,3460,18,0.85
17787,4/30/2025,7,482,1436,11,0.78
17788,4/22/2026,5,75,4535,9,0.82
17789,1/31/2026,6,353,4749,6,0.9
17790,5/1/2026,6,179,4715,9,0.83
17791,12/22/2025,9,451,5412,7,0.8
17792,8/24/2026,6,46,5661,10,0.81
17793,11/15/2025,7,178,5436,19,0.8
17794,12/17/2026,6,62,3440,16,0.94
17795,12/13/2026,4,152,4254,14,0.84
17796,3/11/2026,2,396,2103,13,0.9
17797,2/4/2025,9,38,500,15,0.75
17798,10/29/2026,4,73,4731,7,0.82
17799,5/8/2025,9,339,5042,13,0.94
17800,6/28/2026,10,410,5008,13,0.84
17801,3/31/2026,1,39,3949,13,0.78
17802,8/17/2025,1,437,4921,10,0.99
17803,3/22/2025,9,24,739,16,0.96
17804,7/26/2025,1,84,2042,10,0.81
17805,5/20/2026,1,207,3529,19,0.99
17806,5/18/2025,8,337,5373,12,0.9
17807,7/21/2025,3,487,5154,10,0.97
17808,4/22/2025,8,136,522,15,0.89
17809,1/17/2026,5,249,2569,18,0.96
17810,1/9/2026,3,496,1430,12,0.75
17811,5/14/2026,2,268,5165,7,0.99
17812,10/16/2026,3,266,768,17,0.99
17813,4/5/2026,1,176,4242,6,0.88
17814,1/10/2025,2,58,4616,8,0.91
17815,9/5/2025,5,166,1571,18,0.77
17816,8/13/2026,7,204,2339,11,0.96
17817,10/3/2026,6,82,1909,10,0.81
17818,1/4/2026,4,223,4997,6,0.83
17819,5/25/2025,9,150,3742,8,1
17820,5/29/2025,3,191,1428,18,0.98
17821,4/8/2026,6,239,4003,13,0.87
17822,3/25/2025,1,109,4853,10,0.85
17823,7/10/2026,1,484,4938,11,0.87
17824,3/10/2026,5,275,563,9,0.77
17825,12/3/2026,7,351,4524,14,0.95
17826,7/18/2026,7,406,5661,12,0.95
17827,7/9/2025,6,217,4417,18,0.95
17828,9/16/2025,1,322,5342,13,0.99
17829,11/5/2026,2,119,5359,8,0.88
17830,5/21/2026,6,366,5485,10,0.97
17831,3/2/2026,10,167,4275,7,0.93
17832,7/24/2026,7,175,2237,10,0.84
17833,3/7/2025,7,30,4231,9,0.8
17834,5/31/2026,10,293,824,9,0.95
17835,11/6/2026,4,208,4535,11,0.9
17836,5/8/2026,7,321,5495,11,0.86
17837,12/7/2025,6,279,3853,11,0.96
17838,8/10/2026,9,196,5728,12,0.9
17839,12/3/2026,2,281,3440,15,0.83
17840,3/18/2026,2,453,4160,7,0.79
17841,7/3/2026,3,494,2259,9,0.84
17842,5/3/2026,2,89,4202,7,0.94
17843,9/23/2025,8,151,1661,19,0.89
17844,4/7/2026,3,258,5310,17,0.96
17845,8/6/2025,8,125,2557,16,0.94
17846,6/3/2026,8,429,2144,14,0.82
17847,12/13/2025,1,174,3112,18,0.86
17848,6/30/2025,7,375,3796,15,0.89
17849,10/29/2026,7,24,4385,8,0.89
17850,3/20/2025,5,273,5192,7,0.76
17851,5/4/2026,3,159,5824,9,0.75
17852,7/10/2025,3,441,1228,13,0.96
17853,8/28/2026,6,337,701,17,0.94
17854,4/9/2025,3,440,4102,14,0.99
17855,8/4/2025,8,164,581,13,0.99
17856,3/26/2025,8,27,4363,13,0.94
17857,6/25/2025,5,106,2260,5,0.76
17858,1/10/2026,3,145,1236,11,0.88
17859,9/27/2026,3,281,1478,9,0.89
17860,1/11/2026,10,393,2197,18,0.75
17861,6/2/2026,3,415,2480,12,0.87
17862,7/20/2026,1,203,1557,16,0.76
17863,9/17/2025,2,196,2906,12,0.9
17864,9/1/2025,2,440,5321,14,0.93
17865,6/2/2026,9,319,4447,5,0.99
17866,4/7/2026,9,221,795,16,0.85
17867,8/19/2026,9,93,5129,7,0.88
17868,12/25/2026,10,479,2593,9,0.9
17869,8/24/2026,2,134,1458,12,0.99
17870,12/7/2025,5,71,3676,13,0.99
17871,9/24/2025,2,269,4264,12,0.84
17872,10/2/2026,9,316,3960,11,0.79
17873,5/3/2025,2,126,4049,7,0.89
17874,2/27/2025,4,214,3064,14,0.89
17875,1/16/2026,9,491,1109,12,0.88
17876,9/5/2026,5,124,1511,5,0.81
17877,5/10/2026,2,398,2402,18,0.92
17878,9/15/2026,10,237,2935,9,0.92
17879,6/25/2026,5,116,1090,17,0.89
17880,5/26/2026,8,455,3637,6,0.95
17881,7/26/2026,7,246,4456,9,0.92
17882,1/8/2025,1,368,2983,7,0.86
17883,12/20/2026,4,355,3505,19,0.78
17884,9/6/2025,8,189,2278,11,0.95
17885,5/9/2025,9,387,3576,8,0.9
17886,6/13/2026,2,416,5119,19,0.78
17887,1/3/2026,2,238,3726,18,0.79
17888,9/23/2025,4,224,2677,16,0.94
17889,12/26/2026,10,353,3522,7,0.76
17890,5/7/2026,7,252,2526,14,0.86
17891,2/17/2025,7,433,3442,16,0.86
17892,8/10/2025,9,361,4457,18,0.93
17893,2/7/2026,6,351,697,12,0.8
17894,12/8/2026,1,21,1352,5,0.85
17895,10/31/2026,8,178,5482,6,0.84
17896,2/1/2026,3,196,5807,9,0.9
17897,4/17/2025,5,229,2353,17,0.95
17898,10/3/2026,1,86,1564,19,0.93
17899,3/6/2025,5,429,4895,11,0.95
17900,3/30/2026,7,58,3942,5,0.85
17901,11/16/2026,6,306,5380,12,0.79
17902,2/23/2026,3,220,5731,19,0.92
17903,9/25/2026,10,354,3316,13,0.88
17904,9/3/2026,9,312,2592,7,1
17905,9/26/2025,5,155,1701,11,0.76
17906,12/4/2026,2,398,983,7,0.96
17907,5/2/2025,8,365,4260,6,0.96
17908,10/26/2025,6,152,3466,15,0.88
17909,4/8/2026,2,377,3803,7,0.79
17910,5/8/2026,6,250,4764,12,0.88
17911,4/27/2025,9,248,3094,14,0.92
17912,10/21/2026,4,474,2129,15,0.77
17913,10/13/2026,10,111,1778,17,0.97
17914,11/27/2025,8,226,3359,10,0.97
17915,2/2/2025,4,452,930,6,0.76
17916,10/2/2025,4,195,2991,18,0.94
17917,2/2/2025,10,33,3538,10,0.89
17918,4/7/2025,1,207,5305,14,0.97
17919,11/29/2026,5,380,4213,10,0.97
17920,6/6/2025,8,266,5766,8,0.77
17921,5/6/2025,6,249,1118,9,0.83
17922,6/24/2026,2,198,935,7,0.87
17923,6/20/2025,2,315,5293,18,0.79
17924,9/30/2026,6,214,3695,19,0.86
17925,4/19/2026,8,206,4709,18,0.93
17926,4/14/2026,7,319,2566,8,0.96
17927,5/28/2026,1,96,1400,10,0.84
17928,5/23/2026,3,55,3933,16,0.97
17929,11/22/2026,8,269,4825,8,0.8
17930,9/26/2026,5,391,3331,14,0.8
17931,5/6/2026,3,339,4853,13,0.99
17932,9/24/2025,5,407,939,7,0.79
17933,6/21/2026,3,344,2626,11,0.75
17934,10/11/2026,10,482,5428,12,0.94
17935,12/25/2026,1,340,4149,17,0.9
17936,12/23/2026,5,341,1201,18,0.99
17937,2/23/2026,8,429,2188,12,0.97
17938,1/30/2025,1,317,3989,18,0.97
17939,12/15/2026,5,104,2302,18,0.94
17940,7/10/2025,7,133,1271,15,0.79
17941,2/5/2026,6,209,3724,10,0.76
17942,1/18/2025,1,347,5501,19,0.81
17943,3/26/2026,6,417,2029,9,0.91
17944,10/8/2026,9,329,1406,8,0.98
17945,12/12/2025,2,279,3293,19,0.97
17946,8/26/2026,3,154,3438,13,0.81
17947,4/10/2025,7,430,4558,19,0.78
17948,7/18/2026,3,141,558,9,0.79
17949,8/17/2025,8,94,2065,16,0.96
17950,5/17/2026,2,402,5812,13,0.78
17951,11/25/2025,8,432,4066,5,0.96
17952,6/17/2026,3,143,1307,17,0.84
17953,3/7/2026,8,47,1587,14,0.96
17954,8/20/2026,6,481,3258,6,0.9
17955,4/12/2026,4,436,3936,18,0.81
17956,11/16/2026,9,223,2836,9,0.94
17957,9/21/2025,4,189,1267,6,0.86
17958,2/5/2026,3,415,1536,7,0.95
17959,11/28/2026,1,52,3860,18,0.93
17960,12/5/2025,6,64,4229,13,0.96
17961,5/17/2025,3,88,3295,18,0.88
17962,2/19/2026,9,460,4646,11,0.91
17963,7/25/2025,6,351,4165,14,0.85
17964,10/21/2026,1,206,4417,8,0.75
17965,6/3/2026,1,489,2003,19,0.93
17966,2/13/2025,3,298,4891,12,0.99
17967,8/4/2025,8,172,5554,13,0.94
17968,10/2/2026,9,131,1542,6,0.82
17969,4/29/2025,2,89,5819,12,0.79
17970,12/26/2026,5,487,1730,13,0.92
17971,10/23/2026,2,376,5348,16,0.8
17972,12/27/2026,6,87,847,12,0.9
17973,12/8/2025,10,231,1153,6,0.82
17974,9/20/2025,7,88,2646,14,0.88
17975,9/21/2026,1,163,4427,14,0.87
17976,12/21/2026,7,80,2101,8,0.77
17977,4/10/2025,3,347,1675,8,0.81
17978,8/17/2025,5,252,1926,8,0.91
17979,2/19/2025,1,270,4016,11,0.76
17980,3/16/2026,9,319,938,9,0.98
17981,2/14/2026,1,256,5646,10,0.89
17982,8/10/2026,4,226,4672,18,0.77
17983,8/20/2026,2,183,4594,6,0.79
17984,8/13/2026,5,125,5948,13,0.91
17985,4/28/2025,3,179,816,14,0.83
17986,9/11/2026,6,249,3074,10,0.93
17987,1/25/2025,7,90,3738,11,0.85
17988,3/4/2025,1,215,4044,13,0.89
17989,7/26/2026,1,249,3970,17,0.83
17990,3/16/2025,1,458,3056,18,0.79
17991,2/12/2026,3,127,3685,8,0.8
17992,9/6/2026,5,328,4856,16,0.77
17993,8/5/2026,7,33,2795,15,0.96
17994,5/14/2025,4,145,1235,13,1
17995,10/24/2025,8,164,1872,9,0.79
17996,6/3/2025,1,162,1270,13,0.84
17997,1/11/2025,10,391,2879,17,0.87
17998,11/5/2026,7,257,619,17,0.92
17999,2/1/2026,8,207,1476,16,0.94
18000,8/7/2026,9,356,3638,8,0.86
18001,3/23/2026,10,499,4392,11,0.98
18002,1/19/2025,7,456,4624,17,0.87
18003,5/7/2026,5,337,3995,5,0.9
18004,7/1/2026,9,419,4572,13,0.82
18005,6/15/2026,7,433,693,19,0.93
18006,9/6/2025,10,354,3418,15,0.95
18007,6/1/2025,9,319,5416,8,0.84
18008,4/12/2026,5,155,3871,15,0.8
18009,9/28/2026,3,58,3252,15,0.76
18010,5/26/2025,9,29,1682,9,0.84
18011,6/11/2025,6,365,3145,13,0.76
18012,5/18/2026,10,65,775,14,0.83
18013,1/20/2025,8,497,5839,19,0.89
18014,2/23/2025,1,255,3854,14,0.83
18015,3/8/2025,4,274,1685,6,0.83
18016,9/19/2026,6,109,725,8,0.84
18017,12/15/2025,3,461,4416,12,0.9
18018,4/21/2026,1,114,3532,12,0.76
18019,11/23/2026,4,216,5832,19,0.95
18020,4/4/2026,9,247,5116,10,0.92
18021,2/5/2026,9,450,5732,18,0.94
18022,11/13/2026,5,288,3155,8,0.79
18023,12/5/2025,4,292,3067,5,0.84
18024,12/6/2025,8,308,1540,18,0.8
18025,6/10/2026,10,339,2799,7,0.85
18026,10/1/2026,3,349,3906,10,0.85
18027,10/26/2026,4,179,4258,16,0.81
18028,9/22/2026,2,154,5281,19,0.97
18029,11/7/2025,9,103,2798,12,0.87
18030,9/22/2025,3,419,558,11,0.75
18031,6/3/2026,9,386,947,15,0.87
18032,8/21/2025,7,52,5502,19,0.8
18033,8/15/2025,2,340,4410,16,0.93
18034,2/8/2025,8,428,650,9,0.83
18035,8/23/2026,2,208,5430,5,1
18036,11/1/2025,10,338,2347,10,0.89
18037,10/30/2025,4,314,2184,10,0.82
18038,3/2/2026,2,121,3730,9,0.89
18039,9/23/2025,10,141,5499,14,1
18040,9/12/2025,1,99,4409,18,0.86
18041,1/22/2026,4,46,4141,9,0.87
18042,9/7/2025,7,139,2148,7,0.91
18043,12/19/2025,10,72,3581,10,0.9
18044,9/13/2025,2,276,861,15,0.97
18045,4/15/2026,5,359,5477,19,0.76
18046,4/15/2026,9,119,5989,8,0.93
18047,8/7/2026,4,438,2156,13,0.76
18048,7/31/2026,6,358,5331,15,0.76
18049,11/21/2026,1,68,3417,6,0.94
18050,3/2/2025,4,48,3953,17,0.92
18051,1/25/2026,8,147,5196,19,0.92
18052,5/6/2026,4,356,5948,5,0.85
18053,1/6/2026,2,33,3690,13,0.9
18054,11/12/2026,1,415,5235,19,0.86
18055,6/26/2026,8,441,3024,19,0.99
18056,3/9/2025,3,336,2791,14,0.98
18057,8/19/2026,6,178,5771,6,0.76
18058,9/11/2025,7,318,5391,7,0.79
18059,3/29/2025,7,237,5471,5,0.87
18060,6/11/2026,9,216,2569,11,0.76
18061,1/17/2025,5,348,2497,13,0.85
18062,8/11/2025,6,357,4672,16,0.89
18063,7/3/2025,1,414,4415,6,0.86
18064,2/19/2025,1,314,3431,15,1
18065,10/6/2026,1,160,5079,11,0.78
18066,10/6/2026,7,369,4543,7,0.84
18067,2/15/2025,2,272,4780,15,0.76
18068,2/23/2026,10,301,1113,15,0.76
18069,9/10/2025,1,267,5704,6,0.9
18070,7/3/2025,7,357,5993,10,0.92
18071,2/17/2025,10,87,5667,16,0.96
18072,11/4/2025,1,306,4730,10,0.8
18073,12/9/2026,9,441,4038,6,0.91
18074,7/5/2026,8,405,2045,14,0.85
18075,2/22/2025,3,460,652,14,0.87
18076,2/3/2025,3,484,3324,8,0.78
18077,11/19/2026,4,351,566,7,0.8
18078,9/10/2025,1,440,1210,13,0.98
18079,8/27/2025,6,481,4730,10,0.96
18080,4/3/2025,8,296,5789,14,0.97
18081,11/21/2026,1,449,2436,9,0.86
18082,7/14/2026,4,378,3860,9,0.81
18083,1/17/2026,6,444,5682,6,0.82
18084,9/10/2025,1,413,3094,16,0.83
18085,5/25/2025,1,419,5545,17,0.87
18086,4/14/2026,5,355,982,8,0.8
18087,10/14/2026,10,78,1156,10,0.95
18088,2/1/2026,6,273,2969,18,0.89
18089,12/8/2025,4,496,763,5,0.82
18090,11/23/2025,5,476,842,6,0.9
18091,8/23/2026,10,105,2671,7,0.99
18092,12/27/2025,4,338,3030,7,0.76
18093,2/6/2025,5,393,5730,8,0.91
18094,5/23/2026,4,100,4540,7,0.78
18095,11/15/2025,2,289,5368,5,0.82
18096,1/15/2025,5,339,736,9,0.75
18097,6/2/2026,1,216,5436,9,0.77
18098,9/10/2026,6,64,3297,19,0.89
18099,1/23/2026,6,346,2690,8,0.77
18100,7/8/2025,4,498,5180,13,0.83
18101,11/6/2026,5,33,794,7,0.9
18102,3/10/2025,5,193,3791,9,0.77
18103,3/5/2025,7,251,4510,18,0.77
18104,9/11/2026,4,169,1072,8,0.92
18105,4/16/2025,4,371,600,9,0.98
18106,6/20/2026,5,480,5912,6,0.92
18107,10/13/2026,1,304,1925,11,0.78
18108,7/25/2025,2,269,4325,14,0.87
18109,9/4/2026,7,363,936,11,0.79
18110,11/7/2025,5,194,4722,18,0.91
18111,2/5/2025,10,38,1478,11,0.8
18112,8/2/2026,1,163,3538,9,0.98
18113,5/13/2026,6,300,2170,7,0.92
18114,3/9/2026,2,203,976,8,0.88
18115,2/27/2025,1,84,1945,18,0.86
18116,12/29/2026,2,416,4136,18,0.77
18117,11/4/2025,3,341,1026,6,0.81
18118,1/20/2026,7,127,1792,15,0.87
18119,4/14/2025,8,436,1019,8,0.77
18120,2/17/2026,5,156,3312,7,0.8
18121,2/10/2025,4,237,2324,9,0.79
18122,5/28/2025,10,157,4578,13,0.76
18123,9/8/2026,3,464,5502,10,0.99
18124,2/12/2025,4,498,1883,19,0.96
18125,8/27/2025,10,266,1035,5,0.96
18126,3/18/2026,10,305,2417,12,0.92
18127,1/25/2025,2,231,5160,17,0.78
18128,10/13/2025,9,99,3454,16,0.9
18129,12/14/2026,8,167,2017,16,0.94
18130,10/30/2026,7,208,4603,8,0.78
18131,10/25/2025,8,395,4096,5,0.95
18132,8/4/2025,1,181,3876,5,0.93
18133,7/14/2026,5,200,1236,7,0.95
18134,5/5/2025,8,251,5994,12,0.78
18135,11/12/2026,1,241,1710,7,0.87
18136,4/12/2025,10,392,4466,8,0.79
18137,7/12/2026,5,306,4378,16,0.76
18138,4/19/2026,9,78,4077,19,0.91
18139,1/26/2026,10,262,4334,19,0.76
18140,10/29/2025,8,248,3899,10,0.95
18141,6/1/2025,5,369,5666,19,0.87
18142,1/31/2025,7,366,5150,7,0.89
18143,3/15/2025,5,260,5701,13,0.88
18144,8/18/2025,7,154,5120,7,0.96
18145,3/26/2025,4,241,1644,14,0.86
18146,5/14/2026,10,53,3589,15,0.89
18147,6/20/2025,3,326,4590,11,0.86
18148,5/25/2025,8,386,4730,18,0.91
18149,5/8/2025,3,25,669,19,0.87
18150,7/24/2026,6,150,3505,18,0.91
18151,2/21/2025,3,497,546,14,0.9
18152,10/4/2025,2,372,2254,10,0.9
18153,7/17/2026,1,83,4674,13,0.76
18154,2/12/2026,10,62,3874,19,0.95
18155,12/5/2025,7,224,4440,15,0.82
18156,11/2/2025,1,291,4757,8,0.9
18157,12/22/2026,9,461,2293,9,0.97
18158,4/9/2026,4,196,1393,14,0.84
18159,4/13/2025,5,377,3757,10,0.92
18160,7/9/2026,5,68,5271,15,0.92
18161,10/21/2026,7,66,5856,10,0.84
18162,11/5/2026,8,23,2806,6,0.79
18163,10/9/2025,2,215,5941,5,0.88
18164,8/9/2025,3,120,4198,8,0.96
18165,11/20/2026,7,106,4710,16,0.85
18166,12/3/2025,5,155,5851,12,0.87
18167,4/14/2026,5,84,4667,18,0.9
18168,6/12/2025,9,442,4999,11,0.91
18169,11/17/2025,3,374,2820,6,0.95
18170,8/4/2025,3,268,1498,8,0.92
18171,2/24/2026,1,365,5495,19,0.92
18172,2/16/2025,5,188,1212,14,0.84
18173,8/31/2026,3,189,5368,7,0.81
18174,2/5/2025,5,123,2459,14,0.98
18175,3/31/2026,7,54,3862,18,0.91
18176,10/9/2025,4,265,5386,11,0.78
18177,11/23/2025,5,97,4663,12,0.81
18178,9/4/2025,2,392,5052,7,0.81
18179,7/1/2025,5,196,5992,9,0.88
18180,1/11/2026,9,237,600,6,0.91
18181,5/28/2026,7,36,1298,12,0.77
18182,2/2/2025,8,287,3746,13,0.78
18183,5/10/2026,9,121,4126,18,0.89
18184,4/22/2025,1,49,3036,10,0.92
18185,11/6/2026,5,199,2255,19,0.97
18186,10/19/2026,8,174,3584,12,0.95
18187,2/16/2025,6,300,5290,11,0.88
18188,5/6/2026,8,405,5529,15,0.81
18189,12/14/2025,7,184,5274,10,0.83
18190,12/17/2026,8,263,5210,18,0.78
18191,4/23/2025,2,368,1860,15,0.93
18192,5/17/2025,7,204,4228,10,0.85
18193,3/5/2025,3,203,1448,5,0.92
18194,10/12/2026,6,393,1128,10,0.82
18195,11/22/2026,2,123,806,16,0.96
18196,3/20/2025,10,152,5390,7,0.98
18197,1/21/2025,6,130,1606,12,0.95
18198,5/7/2026,9,53,2007,15,0.82
18199,3/14/2025,5,325,5901,14,0.85
18200,6/22/2026,2,209,1517,9,0.99
18201,7/5/2026,9,136,3971,16,0.95
18202,3/9/2026,10,22,5844,5,0.88
18203,7/12/2026,4,217,2216,5,0.91
18204,7/23/2026,4,222,2374,17,0.87
18205,11/30/2026,3,312,3868,15,0.81
18206,5/16/2025,5,178,3659,17,0.9
18207,2/19/2026,4,132,4635,8,0.86
18208,1/21/2025,3,383,3470,11,0.78
18209,6/8/2026,4,77,2566,6,0.98
18210,8/27/2025,6,36,4624,8,0.92
18211,3/1/2025,10,98,4381,12,0.86
18212,5/28/2026,7,296,3931,16,0.98
18213,1/10/2025,8,190,1357,11,0.77
18214,9/9/2025,4,342,1808,15,0.84
18215,2/13/2025,10,479,5428,6,0.8
18216,3/25/2025,10,257,1256,18,0.87
18217,3/26/2025,10,126,3575,8,0.84
18218,5/11/2025,8,118,1180,13,0.81
18219,12/21/2026,6,245,2912,16,0.94
18220,4/18/2026,8,288,1331,13,0.84
18221,5/4/2025,10,131,1282,15,0.83
18222,9/20/2025,1,131,2697,17,0.95
18223,5/14/2026,7,178,952,15,0.75
18224,9/23/2026,10,264,2900,17,0.81
18225,7/10/2026,7,204,3190,17,0.79
18226,5/5/2026,1,402,2860,6,0.86
18227,8/17/2026,10,344,991,6,0.81
18228,6/7/2026,4,465,1097,17,0.97
18229,3/13/2025,6,381,781,13,0.94
18230,2/20/2026,5,265,2982,5,1
18231,12/8/2026,8,273,5099,19,0.93
18232,6/18/2025,2,243,984,6,0.81
18233,9/15/2025,1,76,3592,12,0.81
18234,9/22/2025,3,303,4842,10,0.86
18235,4/11/2025,9,483,5283,11,1
18236,11/22/2026,8,387,1931,5,0.8
18237,12/20/2026,2,403,3591,9,0.8
18238,2/6/2026,4,386,2470,13,0.89
18239,8/25/2026,4,41,1785,14,0.93
18240,12/11/2026,7,204,4973,13,0.89
18241,5/4/2025,3,217,4677,11,0.91
18242,12/23/2025,10,475,3726,19,0.86
18243,7/11/2026,7,268,910,5,0.95
18244,6/17/2026,5,110,5738,15,0.91
18245,5/1/2025,8,76,4062,15,0.82
18246,12/17/2026,8,346,982,12,0.91
18247,2/22/2026,9,26,2730,8,0.9
18248,11/3/2026,3,304,1367,9,0.85
18249,4/19/2026,1,428,2458,8,0.96
18250,11/15/2026,7,406,4173,16,0.88
18251,2/9/2026,2,413,4623,18,0.86
18252,11/12/2026,2,456,4018,17,0.76
18253,6/20/2025,10,136,4657,15,0.89
18254,10/24/2025,6,393,4405,6,0.93
18255,6/25/2025,2,293,4146,18,0.76
18256,2/8/2025,7,457,5591,13,0.84
18257,1/26/2026,8,70,1271,5,0.87
18258,2/24/2025,4,20,3680,9,0.99
18259,5/17/2025,4,26,1761,16,0.75
18260,3/4/2025,8,249,5428,14,0.9
18261,8/5/2026,8,203,5721,11,0.84
18262,12/29/2026,2,465,3375,6,0.87
